"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"512","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"513","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","39","Parameter 'contentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"514","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","47","Parameter 'contentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"515","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","57","Avoid excessively long variable names like thumbnailPicturePath","Naming Rules","LongVariable"
"516","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","57","Parameter 'thumbnailPicturePath' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"517","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","65","Parameter 'contentUrl' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"518","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"519","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","20","Avoid variables with short names like id","Naming Rules","ShortVariable"
"520","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","20","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"521","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","20","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"522","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","33","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"523","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentDeleteType.java","3","33","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"524","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","17","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"525","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","17","Parameter 'endTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"526","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","17","Parameter 'startTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"527","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","18","Avoid excessively long variable names like embeddedContentPath","Naming Rules","LongVariable"
"528","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","18","Parameter 'contentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"529","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","18","Parameter 'embeddedContentPath' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"530","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","19","Parameter 'embed' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"531","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","32","Avoid excessively long variable names like embeddedContentPath","Naming Rules","LongVariable"
"532","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"533","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEmbed.java","3","93","Avoid excessively long variable names like embeddedContentPath","Naming Rules","LongVariable"
"534","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","9","Too many fields","Code Size Rules","TooManyFields"
"535","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","21","Avoid excessively long variable names like contentEnrichmentId","Naming Rules","LongVariable"
"536","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","21","Parameter 'contentEnrichmentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"537","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","25","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"538","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","25","Parameter 'linkType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"539","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","26","Parameter 'linkElement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"540","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","26","Parameter 'linkItemAuthor' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"541","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","26","Parameter 'linkSource' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"542","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","35","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"543","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","35","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"544","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","39","Avoid excessively long variable names like contentEnrichmentId","Naming Rules","LongVariable"
"545","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","51","Avoid excessively long variable names like zeniSuggestedIndicator","Naming Rules","LongVariable"
"546","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","53","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"547","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","2","98","Avoid reassigning parameters such as 'linkType'","Design Rules","AvoidReassigningParameters"
"548","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentEnrichment.java","3","207","Avoid excessively long variable names like zeniSuggestedIndicator","Naming Rules","LongVariable"
"549","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"550","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"551","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"552","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","22","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"553","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","35","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"554","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentFormat.java","3","35","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"555","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","13","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"556","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","13","Parameter 'questionRating' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"557","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","13","Parameter 'reviewerRating' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"558","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","20","Avoid excessively long variable names like courseReviewProgress","Naming Rules","LongVariable"
"559","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","21","Avoid excessively long variable names like workflowParticipant","Naming Rules","LongVariable"
"560","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","22","Avoid excessively long variable names like averageAuthorRating","Naming Rules","LongVariable"
"561","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","23","Avoid excessively long variable names like averageContentRating","Naming Rules","LongVariable"
"562","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","33","Parameter 'reviewRatingId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"563","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","45","Parameter 'questionRating' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"564","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ContentReviewRating.java","3","57","Parameter 'reviewerRating' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
